Ngay,KLGDRong,GTDGRong,ThayDoi,KLMua,GtMua,KLBan,GtBan,RoomConLai,DangSoHuu
31/05/2013,0,0,13.8(0.00 %),0,0,0,0,914850,5.44
03/06/2013,0,0,13.8(0.00 %),0,0,0,0,914850,5.44
04/06/2013,0,0,13.8(0.00 %),0,0,0,0,914850,5.44
05/06/2013,0,0,13.8(0.00 %),0,0,0,0,914850,5.44
06/06/2013,0,0,13.8(0.00 %),0,0,0,0,914850,5.44
07/06/2013,0,0,13.8(0.00 %),0,0,0,0,914850,5.44
10/06/2013,0,0,13.8(0.00 %),0,0,0,0,914850,5.44
11/06/2013,0,0,13.8(0.00 %),0,0,0,0,914850,5.44
12/06/2013,0,0,13.8(0.00 %),0,0,0,0,914850,5.44
13/06/2013,0,0,13.8(0.00 %),0,0,0,0,914850,5.44
14/06/2013,0,0,13.8(0.00 %),0,0,0,0,914850,5.44
17/06/2013,0,0,13.8(0.00 %),0,0,0,0,914850,5.44
18/06/2013,0,0,13.8(0.00 %),0,0,0,0,914850,5.44
19/06/2013,0,0,13.8(0.00 %),0,0,0,0,914850,5.44
21/06/2013,0,0,13.8(0.00 %),0,0,0,0,914850,5.44
24/06/2013,0,0,13.8(0.00 %),0,0,0,0,914850,5.44
25/06/2013,0,0,13.8(0.00 %),0,0,0,0,0,0.0
26/06/2013,0,0,13.8(0.00 %),0,0,0,0,914850,5.44
27/06/2013,0,0,13.8(0.00 %),0,0,0,0,914850,5.44
28/06/2013,0,0,13.8(0.00 %),0,0,0,0,914850,5.44
01/07/2013,0,0,13.8(0.00 %),0,0,0,0,914850,5.44
02/07/2013,0,0,13.8(0.00 %),0,0,0,0,914850,5.44
03/07/2013,0,0,13.8(0.00 %),0,0,0,0,914850,5.44
04/07/2013,0,0,13.8(0.00 %),0,0,0,0,914850,5.44
05/07/2013,0,0,13.8(0.00 %),0,0,0,0,914850,5.44
08/07/2013,0,0,13.8(0.00 %),0,0,0,0,914850,5.44
09/07/2013,0,0,13.8(0.00 %),0,0,0,0,914850,5.44
10/07/2013,0,0,13.8(0.00 %),0,0,0,0,914850,5.44
11/07/2013,0,0,13.8(0.00 %),0,0,0,0,914850,5.44
12/07/2013,0,0,13.8(0.00 %),0,0,0,0,914850,5.44
15/07/2013,0,0,13.8(0.00 %),0,0,0,0,914850,5.44
16/07/2013,0,0,13.8(0.00 %),0,0,0,0,914850,5.44
17/07/2013,0,0,13.8(0.00 %),0,0,0,0,914850,5.44
18/07/2013,0,0,13.8(0.00 %),0,0,0,0,914850,5.44
19/07/2013,0,0,13.8(0.00 %),0,0,0,0,914850,5.44
22/07/2013,0,0,13.8(0.00 %),0,0,0,0,914850,5.44
23/07/2013,0,0,13.8(0.00 %),0,0,0,0,914850,5.44
24/07/2013,0,0,13.8(0.00 %),0,0,0,0,914850,5.44
25/07/2013,0,0,13.8(0.00 %),0,0,0,0,914850,5.44
26/07/2013,0,0,13.8(0.00 %),0,0,0,0,914850,5.44
29/07/2013,0,0,13.8(0.00 %),0,0,0,0,914850,5.44
30/07/2013,0,0,13.8(0.00 %),0,0,0,0,914850,5.44
31/07/2013,0,0,13.8(0.00 %),0,0,0,0,914850,5.44
01/08/2013,0,0,13.8(0.00 %),0,0,0,0,914850,5.44
02/08/2013,0,0,13.8(0.00 %),0,0,0,0,914850,5.44
05/08/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
06/08/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
07/08/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
08/08/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
09/08/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
12/08/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
13/08/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
14/08/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
15/08/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
16/08/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
19/08/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
20/08/2013,0,0,12(-13.04 %),0,0,0,0,914850,5.44
21/08/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
22/08/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
23/08/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
26/08/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
27/08/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
28/08/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
29/08/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
30/08/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
03/09/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
04/09/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
05/09/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
06/09/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
09/09/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
10/09/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
11/09/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
12/09/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
13/09/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
16/09/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
17/09/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
18/09/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
19/09/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
20/09/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
23/09/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
24/09/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
25/09/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
26/09/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
27/09/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
30/09/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
01/10/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
02/10/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
03/10/2013,0,0,12(0.00 %),0,0,0,0,914850,5.44
04/10/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
07/10/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
08/10/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
09/10/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
10/10/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
11/10/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
14/10/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
15/10/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
16/10/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
17/10/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
18/10/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
21/10/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
22/10/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
23/10/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
24/10/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
25/10/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
28/10/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
29/10/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
30/10/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
31/10/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
01/11/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
04/11/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
05/11/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
06/11/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
07/11/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
08/11/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
11/11/2013,0,0,12(0.00 %),0,0,0,0,914850,5.44
12/11/2013,0,0,12(0.00 %),0,0,0,0,914850,5.44
13/11/2013,0,0,12(0.00 %),0,0,0,0,914850,5.44
14/11/2013,0,0,12(0.00 %),0,0,0,0,914850,5.44
15/11/2013,0,0,12(0.00 %),0,0,0,0,914850,5.44
18/11/2013,0,0,12(0.00 %),0,0,0,0,914850,5.44
19/11/2013,0,0,12(0.00 %),0,0,0,0,914850,5.44
20/11/2013,0,0,12(0.00 %),0,0,0,0,914850,5.44
21/11/2013,0,0,12(0.00 %),0,0,0,0,914850,5.44
22/11/2013,0,0,12(0.00 %),0,0,0,0,914850,5.44
25/11/2013,0,0,12(0.00 %),0,0,0,0,914850,5.44
26/11/2013,0,0,12(0.00 %),0,0,0,0,914850,5.44
27/11/2013,0,0,12(-13.04 %),0,0,0,0,914850,5.44
28/11/2013,0,0,12(0.00 %),0,0,0,0,914850,5.44
29/11/2013,0,0,12(0.00 %),0,0,0,0,914850,5.44
02/12/2013,0,0,12(0.00 %),0,0,0,0,914850,5.44
03/12/2013,0,0,12(0.00 %),0,0,0,0,914850,5.44
04/12/2013,0,0,12(0.00 %),0,0,0,0,914850,5.44
05/12/2013,0,0,12(0.00 %),0,0,0,0,914850,5.44
06/12/2013,0,0,12(0.00 %),0,0,0,0,914850,5.44
09/12/2013,0,0,12(0.00 %),0,0,0,0,914850,5.44
10/12/2013,0,0,12(0.00 %),0,0,0,0,914850,5.44
11/12/2013,0,0,12(0.00 %),0,0,0,0,914850,5.44
12/12/2013,0,0,12(0.00 %),0,0,0,0,914850,5.44
13/12/2013,0,0,12(0.00 %),0,0,0,0,914850,5.44
16/12/2013,0,0,12(0.00 %),0,0,0,0,914850,5.44
17/12/2013,0,0,12(0.00 %),0,0,0,0,914850,5.44
18/12/2013,0,0,12(0.00 %),0,0,0,0,914850,5.44
19/12/2013,0,0,12(0.00 %),0,0,0,0,914850,5.44
20/12/2013,0,0,11.7(-2.50 %),0,0,0,0,914850,5.44
23/12/2013,0,0,11.7(0.00 %),0,0,0,0,914850,5.44
24/12/2013,0,0,11.7(0.00 %),0,0,0,0,914850,5.44
25/12/2013,0,0,12.8(9.40 %),0,0,0,0,914850,5.44
26/12/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
27/12/2013,0,0,0(0.00 %),0,0,0,0,914850,5.44
30/12/2013,0,0,12.8(0.00 %),0,0,0,0,914850,5.44
31/12/2013,0,0,12.8(0.00 %),0,0,0,0,914850,5.44
02/01/2014,0,0,12.8(0.00 %),0,0,0,0,914850,5.44
03/01/2014,0,0,12(-6.25 %),0,0,0,0,914850,5.44
06/01/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
07/01/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
08/01/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
09/01/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
10/01/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
13/01/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
14/01/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
15/01/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
16/01/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
17/01/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
20/01/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
21/01/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
22/01/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
23/01/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
24/01/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
27/01/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
06/02/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
07/02/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
10/02/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
11/02/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
12/02/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
13/02/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
14/02/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
17/02/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
18/02/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
19/02/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
20/02/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
21/02/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
24/02/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
25/02/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
26/02/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
27/02/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
28/02/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
03/03/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
04/03/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
05/03/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
06/03/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
07/03/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
10/03/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
11/03/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
12/03/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
13/03/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
14/03/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
17/03/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
18/03/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
19/03/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
20/03/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
21/03/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
24/03/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
25/03/2014,0,0,12(0.00 %),0,0,0,0,0,0.0
26/03/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
27/03/2014,0,0,12(0.00 %),0,0,0,0,0,0.0
28/03/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
31/03/2014,0,0,12(0.00 %),0,0,0,0,0,0.0
01/04/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
02/04/2014,0,0,12(0.00 %),0,0,0,0,0,0.0
03/04/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
04/04/2014,0,0,12(0.00 %),0,0,0,0,0,0.0
07/04/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
08/04/2014,0,0,12(0.00 %),0,0,0,0,0,0.0
10/04/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
11/04/2014,0,0,12(0.00 %),0,0,0,0,0,0.0
14/04/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
15/04/2014,0,0,12(0.00 %),0,0,0,0,0,0.0
16/04/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
17/04/2014,0,0,12(0.00 %),0,0,0,0,0,0.0
18/04/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
21/04/2014,0,0,12(0.00 %),0,0,0,0,0,0.0
22/04/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
23/04/2014,0,0,12(0.00 %),0,0,0,0,0,0.0
24/04/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
25/04/2014,0,0,12(0.00 %),0,0,0,0,0,0.0
28/04/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
29/04/2014,0,0,12(0.00 %),0,0,0,0,0,0.0
06/05/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
07/05/2014,0,0,12(0.00 %),0,0,0,0,0,0.0
08/05/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
09/05/2014,0,0,12(0.00 %),0,0,0,0,0,0.0
12/05/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
13/05/2014,0,0,12(0.00 %),0,0,0,0,0,0.0
14/05/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
15/05/2014,0,0,12(0.00 %),0,0,0,0,0,0.0
16/05/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
19/05/2014,0,0,12(0.00 %),0,0,0,0,0,0.0
20/05/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
21/05/2014,0,0,12(0.00 %),0,0,0,0,0,0.0
22/05/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
23/05/2014,0,0,12(0.00 %),0,0,0,0,0,0.0
26/05/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
27/05/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
28/05/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
29/05/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
30/05/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
02/06/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
03/06/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
04/06/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
05/06/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
06/06/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
09/06/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
10/06/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
11/06/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
12/06/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
13/06/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
16/06/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
17/06/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
18/06/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
19/06/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
20/06/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
23/06/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
24/06/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
25/06/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
26/06/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
27/06/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
30/06/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
01/07/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
02/07/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
03/07/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
04/07/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
07/07/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
08/07/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
09/07/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
10/07/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
11/07/2014,0,0,12(4.35 %),0,0,0,0,914850,5.44
14/07/2014,0,0,12(4.35 %),0,0,0,0,914850,5.44
15/07/2014,0,0,12(4.35 %),0,0,0,0,914850,5.44
16/07/2014,0,0,12(4.35 %),0,0,0,0,914850,5.44
17/07/2014,0,0,12(4.35 %),0,0,0,0,914850,5.44
18/07/2014,0,0,12(4.35 %),0,0,0,0,914850,5.44
21/07/2014,0,0,12(4.35 %),0,0,0,0,914850,5.44
22/07/2014,0,0,12(4.35 %),0,0,0,0,914850,5.44
23/07/2014,0,0,12(4.35 %),0,0,0,0,914850,5.44
25/07/2014,0,0,12(4.35 %),0,0,0,0,914850,5.44
28/07/2014,0,0,12(4.35 %),0,0,0,0,914850,5.44
29/07/2014,0,0,12(4.35 %),0,0,0,0,914850,5.44
30/07/2014,0,0,12(4.35 %),0,0,0,0,914850,5.44
31/07/2014,0,0,12(4.35 %),0,0,0,0,914850,5.44
01/08/2014,0,0,12(4.35 %),0,0,0,0,914850,5.44
04/08/2014,0,0,12(4.35 %),0,0,0,0,914850,5.44
05/08/2014,0,0,12(4.35 %),0,0,0,0,914850,5.44
06/08/2014,0,0,12(4.35 %),0,0,0,0,914850,5.44
07/08/2014,0,0,12(4.35 %),0,0,0,0,914850,5.44
08/08/2014,0,0,12(4.35 %),0,0,0,0,914850,5.44
11/08/2014,0,0,12(4.35 %),0,0,0,0,914850,5.44
12/08/2014,0,0,12(4.35 %),0,0,0,0,914850,5.44
13/08/2014,0,0,12(4.35 %),0,0,0,0,914850,5.44
15/08/2014,0,0,12(4.35 %),0,0,0,0,914850,5.44
18/08/2014,0,0,12(4.35 %),0,0,0,0,914850,5.44
19/08/2014,0,0,12(4.35 %),0,0,0,0,914850,5.44
20/08/2014,0,0,12(4.35 %),0,0,0,0,914850,5.44
21/08/2014,0,0,12(4.35 %),0,0,0,0,914850,5.44
26/08/2014,0,0,12(4.35 %),0,0,0,0,914850,5.44
29/08/2014,0,0,12(4.35 %),0,0,0,0,914850,5.44
04/09/2014,0,0,12(4.35 %),0,0,0,0,914850,5.44
05/09/2014,0,0,12(4.35 %),0,0,0,0,914850,5.44
10/09/2014,0,0,12(4.35 %),0,0,0,0,914850,5.44
11/09/2014,0,0,12(4.35 %),0,0,0,0,914850,5.44
12/09/2014,0,0,12(4.35 %),0,0,0,0,914850,5.44
15/09/2014,0,0,12(4.35 %),0,0,0,0,914850,5.44
16/09/2014,0,0,12(4.35 %),0,0,0,0,914850,5.44
17/09/2014,0,0,12(4.35 %),0,0,0,0,914850,5.44
18/09/2014,0,0,12(4.35 %),0,0,0,0,914850,5.44
19/09/2014,0,0,13(8.33 %),0,0,0,0,914850,5.44
23/09/2014,0,0,13(0.00 %),0,0,0,0,914850,5.44
24/09/2014,0,0,13(0.00 %),0,0,0,0,914850,5.44
25/09/2014,0,0,13(0.00 %),0,0,0,0,914850,5.44
26/09/2014,0,0,13(0.00 %),0,0,0,0,914850,5.44
29/09/2014,0,0,13(0.00 %),0,0,0,0,914850,5.44
30/09/2014,0,0,13(0.00 %),0,0,0,0,914850,5.44
01/10/2014,0,0,13(0.00 %),0,0,0,0,914850,5.44
02/10/2014,0,0,13(0.00 %),0,0,0,0,914850,5.44
03/10/2014,0,0,12(-7.69 %),0,0,0,0,914850,5.44
06/10/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
07/10/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
08/10/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
09/10/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
10/10/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
27/10/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
28/10/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
29/10/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
30/10/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
31/10/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
03/11/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
04/11/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
05/11/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
06/11/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
07/11/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
10/11/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
11/11/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
12/11/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
13/11/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
14/11/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
17/11/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
18/11/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
19/11/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
20/11/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
21/11/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
24/11/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
25/11/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
26/11/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
27/11/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
28/11/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
01/12/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
02/12/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
03/12/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
04/12/2014,-114150,-1506780000,12(0.00 %),0,0,114150,1506780000,914850,5.44
05/12/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
08/12/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
09/12/2014,0,0,12(0.00 %),0,0,0,0,914850,5.44
10/12/2014,0,0,12(0.00 %),0,0,0,0,1029000,0.0
11/12/2014,0,0,12(0.00 %),0,0,0,0,1029000,0.0
12/12/2014,0,0,12(0.00 %),0,0,0,0,1029000,0.0
15/12/2014,0,0,12(0.00 %),0,0,0,0,1029000,0.0
16/12/2014,0,0,12(0.00 %),0,0,0,0,1029000,0.0
17/12/2014,0,0,12(0.00 %),0,0,0,0,1029000,0.0
18/12/2014,0,0,12(0.00 %),0,0,0,0,1029000,0.0
19/12/2014,0,0,12(0.00 %),0,0,0,0,1029000,0.0
22/12/2014,0,0,12(0.00 %),0,0,0,0,1029000,0.0
23/12/2014,0,0,12(0.00 %),0,0,0,0,1029000,0.0
24/12/2014,0,0,12(0.00 %),0,0,0,0,1029000,0.0
25/12/2014,0,0,12(0.00 %),0,0,0,0,1029000,0.0
26/12/2014,0,0,12(0.00 %),0,0,0,0,1029000,0.0
29/12/2014,0,0,12(0.00 %),0,0,0,0,1029000,0.0
30/12/2014,0,0,12(0.00 %),0,0,0,0,1029000,0.0
31/12/2014,0,0,12(0.00 %),0,0,0,0,1029000,0.0
05/01/2015,0,0,12(0.00 %),0,0,0,0,1029000,0.0
06/01/2015,0,0,12(0.00 %),0,0,0,0,1029000,0.0
07/01/2015,0,0,12(0.00 %),0,0,0,0,1029000,0.0
08/01/2015,0,0,12(0.00 %),0,0,0,0,1029000,0.0
09/01/2015,0,0,12(0.00 %),0,0,0,0,1029000,0.0
12/01/2015,0,0,12(0.00 %),0,0,0,0,1029000,0.0
13/01/2015,0,0,12(0.00 %),0,0,0,0,1029000,0.0
14/01/2015,0,0,12(0.00 %),0,0,0,0,1029000,0.0
15/01/2015,0,0,12(0.00 %),0,0,0,0,1029000,0.0
16/01/2015,0,0,12(0.00 %),0,0,0,0,1029000,0.0
19/01/2015,0,0,12(0.00 %),0,0,0,0,1029000,0.0
20/01/2015,0,0,12(0.00 %),0,0,0,0,1029000,0.0
21/01/2015,0,0,12(0.00 %),0,0,0,0,1029000,0.0
22/01/2015,0,0,12(0.00 %),0,0,0,0,1029000,0.0
23/01/2015,0,0,12(0.00 %),0,0,0,0,1029000,0.0
26/01/2015,0,0,12(0.00 %),0,0,0,0,1029000,0.0
27/01/2015,0,0,12(0.00 %),0,0,0,0,1029000,0.0
28/01/2015,0,0,12(0.00 %),0,0,0,0,1029000,0.0
29/01/2015,0,0,12(0.00 %),0,0,0,0,1029000,0.0
30/01/2015,0,0,12(0.00 %),0,0,0,0,1029000,0.0
02/02/2015,0,0,12(0.00 %),0,0,0,0,1029000,0.0
03/02/2015,0,0,12(0.00 %),0,0,0,0,1029000,0.0
04/02/2015,0,0,12(0.00 %),0,0,0,0,1029000,0.0
05/02/2015,0,0,12(0.00 %),0,0,0,0,1029000,0.0
06/02/2015,0,0,12(0.00 %),0,0,0,0,1029000,0.0
09/02/2015,0,0,12(0.00 %),0,0,0,0,1029000,0.0
10/02/2015,0,0,12(0.00 %),0,0,0,0,1029000,0.0
11/02/2015,0,0,12(0.00 %),0,0,0,0,1029000,0.0
