Ngay,GiaDieuChinh,GiaDongCua,ThayDoi,KhoiLuongKhopLenh,GiaTriKhopLenh,KLThoaThuan,GtThoaThuan,GiaMoCua,GiaCaoNhat,GiaThapNhat
15/06/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
16/06/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
17/06/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
18/06/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
22/06/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
23/06/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
24/06/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
25/06/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
28/06/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
29/06/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
30/06/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
01/07/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
02/07/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
05/07/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
06/07/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
07/07/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
08/07/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
09/07/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
12/07/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
13/07/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
14/07/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
15/07/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
16/07/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
19/07/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
20/07/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
21/07/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
22/07/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
23/07/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
26/07/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
27/07/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
28/07/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
29/07/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
30/07/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
02/08/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
03/08/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
04/08/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
05/08/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
06/08/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
09/08/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
10/08/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
11/08/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
12/08/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
13/08/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
16/08/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
17/08/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
18/08/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
19/08/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
20/08/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
23/08/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
24/08/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
25/08/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
26/08/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
27/08/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
30/08/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
31/08/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
01/09/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
06/09/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
07/09/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
08/09/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
09/09/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
10/09/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
13/09/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
14/09/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
15/09/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
16/09/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
17/09/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
20/09/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
21/09/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
22/09/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
23/09/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
24/09/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
27/09/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
28/09/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
29/09/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
30/09/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
01/10/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
04/10/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
05/10/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
06/10/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
07/10/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
08/10/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
11/10/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
12/10/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
13/10/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
14/10/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
15/10/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
18/10/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
19/10/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
20/10/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
21/10/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
22/10/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
25/10/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
26/10/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
27/10/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
28/10/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
29/10/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
01/11/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
02/11/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
03/11/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
04/11/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
05/11/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
08/11/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
09/11/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
10/11/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
11/11/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
12/11/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
15/11/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
16/11/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
17/11/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
18/11/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
19/11/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
22/11/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
23/11/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
24/11/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
25/11/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
26/11/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
29/11/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
30/11/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
01/12/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
02/12/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
03/12/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
06/12/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
07/12/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
08/12/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
09/12/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
10/12/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
13/12/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
14/12/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
15/12/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
16/12/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
17/12/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
20/12/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
21/12/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
23/12/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
24/12/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
27/12/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
28/12/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
29/12/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
30/12/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
31/12/2021,4,4,0(0.00 %),0,0,0,0,4,4,4
04/01/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
05/01/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
06/01/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
07/01/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
10/01/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
11/01/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
12/01/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
13/01/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
14/01/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
17/01/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
18/01/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
19/01/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
20/01/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
21/01/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
24/01/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
25/01/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
26/01/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
27/01/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
28/01/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
07/02/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
08/02/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
09/02/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
10/02/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
11/02/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
14/02/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
15/02/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
16/02/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
17/02/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
18/02/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
21/02/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
22/02/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
23/02/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
24/02/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
25/02/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
28/02/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
01/03/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
02/03/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
03/03/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
04/03/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
07/03/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
08/03/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
09/03/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
10/03/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
11/03/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
14/03/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
15/03/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
16/03/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
17/03/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
18/03/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
21/03/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
22/03/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
23/03/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
24/03/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
25/03/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
28/03/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
29/03/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
30/03/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
31/03/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
01/04/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
04/04/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
05/04/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
06/04/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
07/04/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
08/04/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
12/04/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
13/04/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
14/04/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
19/04/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
20/04/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
21/04/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
22/04/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
25/04/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
26/04/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
27/04/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
28/04/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
29/04/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
04/05/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
05/05/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
06/05/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
09/05/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
10/05/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
11/05/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
12/05/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
13/05/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
16/05/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
17/05/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
18/05/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
19/05/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
20/05/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
23/05/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
24/05/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
25/05/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
26/05/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
27/05/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
30/05/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
31/05/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
01/06/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
02/06/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
03/06/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
06/06/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
07/06/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
08/06/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
09/06/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
10/06/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
13/06/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
14/06/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
15/06/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
16/06/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
17/06/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
20/06/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
21/06/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
22/06/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
23/06/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
24/06/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
27/06/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
28/06/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
29/06/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
30/06/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
01/07/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
04/07/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
05/07/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
06/07/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
07/07/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
08/07/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
11/07/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
12/07/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
13/07/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
14/07/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
15/07/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
18/07/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
19/07/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
20/07/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
21/07/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
22/07/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
25/07/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
26/07/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
27/07/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
28/07/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
29/07/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
01/08/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
02/08/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
03/08/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
04/08/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
05/08/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
08/08/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
09/08/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
10/08/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
11/08/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
12/08/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
15/08/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
16/08/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
17/08/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
18/08/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
19/08/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
22/08/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
23/08/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
24/08/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
25/08/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
26/08/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
29/08/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
30/08/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
31/08/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
05/09/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
06/09/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
07/09/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
08/09/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
09/09/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
12/09/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
13/09/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
14/09/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
15/09/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
16/09/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
19/09/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
20/09/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
21/09/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
22/09/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
23/09/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
26/09/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
27/09/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
28/09/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
29/09/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
30/09/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
03/10/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
04/10/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
05/10/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
06/10/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
07/10/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
10/10/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
11/10/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
12/10/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
13/10/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
14/10/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
17/10/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
18/10/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
19/10/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
20/10/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
21/10/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
24/10/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
25/10/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
26/10/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
27/10/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
28/10/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
31/10/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
01/11/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
02/11/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
03/11/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
04/11/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
07/11/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
08/11/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
09/11/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
10/11/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
11/11/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
14/11/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
15/11/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
16/11/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
17/11/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
18/11/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
21/11/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
22/11/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
23/11/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
24/11/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
25/11/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
28/11/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
29/11/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
30/11/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
01/12/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
02/12/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
05/12/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
06/12/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
07/12/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
08/12/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
09/12/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
12/12/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
13/12/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
14/12/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
15/12/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
16/12/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
19/12/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
20/12/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
21/12/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
22/12/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
23/12/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
26/12/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
27/12/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
28/12/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
29/12/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
30/12/2022,4,4,0(0.00 %),0,0,0,0,4,4,4
03/01/2023,4,4,0(0.00 %),0,0,0,0,4,4,4
04/01/2023,4,4,0(0.00 %),0,0,0,0,4,4,4
05/01/2023,4,4,0(0.00 %),0,0,0,0,4,4,4
06/01/2023,4,4,0(0.00 %),0,0,0,0,4,4,4
09/01/2023,4,4,0(0.00 %),0,0,0,0,4,4,4
10/01/2023,4,4,0(0.00 %),0,0,0,0,4,4,4
11/01/2023,4,4,0(0.00 %),0,0,0,0,4,4,4
12/01/2023,4,4,0(0.00 %),0,0,0,0,4,4,4
13/01/2023,4,4,0(0.00 %),0,0,0,0,4,4,4
16/01/2023,4,4,0(0.00 %),0,0,0,0,4,4,4
17/01/2023,4,4,0(0.00 %),0,0,0,0,4,4,4
18/01/2023,4,4,0(0.00 %),0,0,0,0,4,4,4
19/01/2023,4,4,0(0.00 %),0,0,0,0,4,4,4
27/01/2023,4,4,0(0.00 %),0,0,0,0,4,4,4
30/01/2023,4,4,0(0.00 %),0,0,0,0,4,4,4
31/01/2023,4,4,0(0.00 %),0,0,0,0,4,4,4
01/02/2023,4,4,0(0.00 %),0,0,0,0,4,4,4
02/02/2023,4,4,0(0.00 %),0,0,0,0,4,4,4
03/02/2023,4,4,0(0.00 %),0,0,0,0,4,4,4
06/02/2023,4,4,0(0.00 %),0,0,0,0,4,4,4
07/02/2023,4,4,0(0.00 %),0,0,0,0,4,4,4
08/02/2023,4,4,0(0.00 %),0,0,0,0,4,4,4
09/02/2023,4,4,0(0.00 %),0,0,0,0,4,4,4
10/02/2023,4,4,0(0.00 %),0,0,0,0,4,4,4
13/02/2023,4,4,0(0.00 %),0,0,0,0,4,4,4
14/02/2023,4,4,0(0.00 %),0,0,0,0,4,4,4
15/02/2023,4,4,0(0.00 %),0,0,0,0,4,4,4
16/02/2023,4,4,0(0.00 %),0,0,0,0,4,4,4
17/02/2023,4,4,0(0.00 %),0,0,0,0,4,4,4
20/02/2023,4,4,0(0.00 %),0,0,0,0,4,4,4
21/02/2023,4,4,0(0.00 %),0,0,0,0,4,4,4
22/02/2023,4,4,0(0.00 %),0,0,0,0,4,4,4
23/02/2023,4,4,0(0.00 %),0,0,0,0,4,4,4
24/02/2023,4,4,0(0.00 %),0,0,0,0,4,4,4
